Used Sysmex Poch - 100i Hematology Analyzers, 152 $, Used,  Netherlands
Nikon C-FMBN Bonder Arm Mount 76mm Dia with 5/8, 400 $, New,  Netherlands
Leica S- Series 10x/23B Widefield Adjustable Eyepiece Part # 10447137, 10 000 $, Used,  France
G161914 Nikon TMS Inverted Binocular Microscope w/Eyepieces & Optics, 110 000 $,  France, 2009
Used Tecan Infinite M1000 Microplate Reader w/ Injectors, 100 $, 2016, Used
Refurbished Hitachi S-4700-II Electron Microscope, 16 500 $, Used,  France
Barnstead Maxi Mix Plus Vortexer Vortex Mixer M63215 30 D Warranty, 37 $,  USA, 2008
Tecan Freedom EVO-2 100, 325 $,  USA, Used
CROUZET CW PERISTALTIC PUMP 82334.5 60 RPM, 724 $,  USA, Used
Abbot X Systems Model 3531 Centrifuge LN 9527-25, 1 086 $,  USA, New
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Refurbished
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 400 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 1 000 $,  USA, Used
Thermo Forma 1886 Laminar Flow Hood / Animal Bedding Disposal Cabinet (203-4160), 1 000 $,  USA, Certified Refurbished
T158958 Hitema ECA.001 Package Water Chiller 230V/50Hz, 8 800 $,  Netherlands, Used
Leybold 825B VACUUM PUMP W/AEG MOTOR AEG AMEB 100LT4H2, 5 121 $,  Netherlands, Used
Zeiss Model Axio Imager M1 Motorized Upright Fluorescence Microscope, 5 000 $,  France, New
Leica S APO Stereo Microscope on LED Transmitted Light Stand, 18 044 $, 2009, Used
BIOMERIEUX BacTalert 3D Bacterial Identification System, 16 656 $, Used,  France
AGILENT 1100 HPLC Liquid Chromatograph, 174 $,  France, 2016
TECHNOLOGY ES Complex V.4.0 Biochemical Analyzer, 200 $, 2008, Used
Case/100 BD Falcon Optilux Microtest 96 Well Plates Assay Plates 353293 Black, 724 $, New,  USA
Ames 4480 Hema-Tek 1000 Slide Stainer- Parts, 1 086 $, New,  USA
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $, Used,  USA
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $, Used,  USA
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $, Used,  USA
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 80 $, New,  USA
HORIBA Pentra DF Nexus Hematology Analyzer, 1 600 $, New,  USA
10 bottles Azzota Microscopes Immersion Oil - 7ml per bottle, 1 871 $, Refurbished,  Portugal
LEICA PHOTO PORT FOR MZ STEREOZOOMS, 844 $, Used,  Germany
Olympus U-UCDB-2 Universal Condenser For BX Series 6-U520, 1 480 $, Used,  USA
Olympus BH2-PC Phase Contrast Turret Condenser, 50 000 $, Used,  Netherlands
"Used FAXITRON X-RAY MODEL MX-20 SPECIMEN RADIOGRAPHY SYSTEM OPTIONS DC-4, A07", 20 000 $, New,  Netherlands
Used Perkin Elmer Optima 8000 ICP-OES ***SETUP***FINANCING**30 Day Warranty***, 30 000 $, Used,  France
Used X-RAY SPECTROMETER Asoma Phoenix II XRF Analyzer sulfur ***FINANCING*WARRANTY***, 1 000 $, Used,  France
NEW EDX 3200 SDD XRF X-Ray Spectrometer ***Financing * 1 Year Warranty***, 90 000 $, Used,  France
Perkin Elmer 1720 X FTIR Spectrometer System, 724 $, Used,  USA
"Refurbished Agilent Technologies Agilent 6420 Triple Quad with 1260 LC/MS/MS, 12-Month Warranty Mass Spectrometer", 1 086 $, New,  USA
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $, New,  USA
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $, For Parts,  USA
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $, Used,  USA
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 160 $, Refurbished,  USA
HORIBA Pentra DF Nexus Hematology Analyzer, 19 900 $, Used,  USA
Used S&A CMFL2-30-A-W-G-DABE HPLC Pumps, 5 400 $, Refurbished,  USA
Used Thermo Scientific LCQ Fleet Ion Trap LC/MS System, 120 $, Used,  USA
IKA HS 501 Digital 0-300 rpm Low Profile Laboratory Orbital Shaker., 1 125 $, Used,  USA
SHMINADZU TCC-CONTROLLER TEMPERATURE CONTROL UNIT MODEL TCC-240A, 1 800 $, Used,  Netherlands
USB 3.0 Multipin Feedthrough KF40 Flange Mount, 790 $, New,  Netherlands
Watson Marlow 624U Peristaltic Pump, 900 $, Used,  France
Watson Marlow Sci Q 400 Peristaltic Pump, 600 $, Used,  France
Ismatec ISM829 Reglo Analog Peristaltic Pump, 5 295 $, Used,  France
Used Lab Line Instruments Imperial V Ovens, 724 $, Used,  USA
The Baker Company 8 EdgeGARD Laminar Flow Clean Bench Hood EG-8252, 1 086 $, For Parts,  USA
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $, Refurbished,  USA
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $, Used,  USA
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $, New,  USA
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 995 $, Used,  United Arab Emirates
HORIBA Pentra DF Nexus Hematology Analyzer, 7 000 $,  Netherlands, 2009
Kendro Laboratory Products Double Door Chromatography Refrigerator FC445A 20, 1 999 $, 2008, Refurbished
10476 Parker E100-6501 n2 gas generator, 18 500 $, New,  Spain
Hydrogen Generator Model H2-500 Parker-Balston, 400 $,  USA, 2020
Thermo Scientific Sorvall Contifuge Stratos Refrigerated Centrifuge with Continuous Flow Titanium Rotor 3049, 364 $,  USA, New
Leitz Dialux 20 Fluorescence Microscope, 10 500 $,  Netherlands, For Parts
Zeiss Plan-ACHROMAT 40x/0.65na Primostar Objective, 1 680 $,  Netherlands, Used
Olympus BHS BF Transmitted/Reflected Light Microscope with Polarized and DIC Light, 5 431 $,  France, New
AmScope 20MP Temperature-regulated CMOS Microscope Camera, 1 810 $,  France, Used
THERMO SCIENTIFIC Aquamate Spectrophotometer, 724 $,  France, Used
BECKMAN COULTER DXC800 Chemistry Analyzer, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, New
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 8 690 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 950 $,  USA, Used
HITACHI 902 Chemistry Analyzer, 900 $,  USA, Used
Used Labsystems Nepheloskan Ascent Microplate Reader with Computer, 2 500 $,  USA, Used
Used BioTek PowerWave X 340 Microplate Reader, 170 $,  USA, New
Carl Zeiss Visante OCT 1000, 400 $,  USA, For Parts
Used Bio-Rad Criterion Vertical Gel Electrophoresis Cell 135BR, 19 809 $,  Netherlands, Refurbished
Used ^^ BROOKFIELD RHEOSET VISCOMETER MODEL LVRH (BB), 2 750 $,  Netherlands, Used
MCP 500 Modular Circular Polarimeter (Demo Unit), 29 000 $,  France, New
"Cleatech, P611, Airy Technology P611, Handheld Particle Counter", 39 $,  France, Used
Used Agilent Technologies 6890/5973/7683 Mass Spectrometer, 724 $,  France, Used
"Used Agilent-VarianAutosampler syringe 10ul ,cod 03-918986-00", 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 25 700 $,  USA, For Parts
HORIBA Pentra DF Nexus Hematology Analyzer, 63 $,  USA, New
Refurbished Shimadzu Prominence Series FPLC Systems, 900 $,  USA, Used
Colorimeter (CW2010), 900 $,  USA, Used
Mettler Toledo PR 5002 Delta Range Balance, 261 $,  USA, Used
Used IKA Eurostar Power-B Stirrers, 360 $,  USA, Refurbished
ALPHA-M MODEL AV-50 VIBRATOR SHAKER LABORATORY, 2 395 $,  Netherlands, Used
MILLIPORE WATER PURIFICATION SYSTEM TANK 30 LITER PE TANKPE030 FOR MILLI-Q DIREC, 3 000 $,  Netherlands, Used
EV311 Rotary Evaporator with Motorized Lift and Glassware, 250 $,  France, New
10863 MEMMERT ICP 600 COMPRESSOR - COOLED INCUBATOR I.D.18, 795 $,  France, Used
"Elconap AH-2 Heat Control Apparatus, Medical, Laboratory Incubator, Lab", 724 $,  France, Used
Taylor Wharton Cryogenic Shipper with Cryopuck carrier and 5 cryo pucks included CX-100B-11M, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, New
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 550 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 2 500 $,  USA, Used
Lauda Heating Circulator Water Bath MS 3 Liter w WARRANTY, 200 $,  USA, New
Vacuubrand PC2001 Pump with CVC 2000 II Controller, 1 075 $,  USA, New
Reichert Microstar IV Microscope, 1 009 $,  Portugal, New
"Olympus SZ4045 Stereozoom, 6.7x to 40x Magnification Range", 11 466 $,  France, Used
Welch Cold Trap 1420H-14, 7 845 $,  Netherlands, Used
SIEMENS Immulite 1000, 590 $,  Netherlands, Used
SYSMEX XT- 2000 i Hematology Analyzer, 72 $,  France, New
"Azzota SV-1000, 6nm Visible Spectrophotometer, Wavelength Range: 350-1000 nm", 500 $,  France, Used
Olympus U25-LBD;Daylight Blue Filter Slider, 724 $,  France, Used
Fisher Scientific Tissuemiser (800-2807), 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Refurbished
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 2 800 $,  USA, For Parts
HORIBA Pentra DF Nexus Hematology Analyzer, 3 299 $,  USA, Refurbished
Used Siemens Versacell Chemistry Analyzer (Clinical Diagnostics), 3 499 $,  USA, Used
Used Applied Biosystems C1000 TOUCH PCR/Thermal Cycler, 1 250 $,  USA, New
BioRad iCycler Multi-Color Real-Time PCR Optical System- New kPCR Testing, 130 $,  USA, New
Qiagen BioRobot M48 (203-3129), 150 $,  USA, Used
Sheen Automatic Scratch Tester 705, 150 $,  Netherlands, Used
"Reservoir Septa for ABI3100, 3130", 1 125 $,  Netherlands, Used
Used Sentron pH Meter 1001, 1 750 $,  France, New
Used Spectrophotometer BIOCHROME Libra S22, 3 900 $,  France, Used
"Used UV/Vis Spectrophotometer: Beckman DU-520 Price reduced to $1,750", 724 $,  France, Used
Refurbished NanoDrop ND-1000 Spectrophotometer, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Refurbished
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 500 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 4 500 $,  USA, Used
T158876 Nicolet Magna-IR 560 Spectrometer w/ Spectra-Tech Inspect IR 912A0368, 11 900 $,  USA, Used
Nicolet 950 FT-Raman Spectrometer, 42 500 $,  USA, New
Used Thermo Scientific™ Dionex™ ICS-2100, 375 $,  USA, Used
"Refurbished Agilent 1260 infinity HPLC, G1311B G1316B, G4208B etc", 4 500 $,  USA, Used
Scout SPX622 Cambridge Scientific ID№: 20342 HPLC Accessories, 5 380 $,  Netherlands, New
Used Varian CP-3800 Gas Chromatograph with (1) FID & (1) Splitless (SSL) Capillary inlet, 12 500 $,  Netherlands, Used
Refurbished Bruker scion 456 GC with Dual detectors (TCD and ECD), 15 700 $,  France, New
"Refurbished Varian CP 3800 GC with TSD & ECD, CP 8400 Sampler", 5 276 $,  France, Used
Refurbished Cannabis Residual Solvents Analysis with GC Headspace, 724 $,  France, Used
New Ametek WDG-IV Thermox Flue Gas Analyzer, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Refurbished
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 125 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 2 900 $,  France, New
Thermo Scientific Orion 3 Star (800-1132), 2 100 $,  France, Refurbished
Mettler Toledo XA105DU Dual-Range Analytical Balance, 2 950 $,  USA, Refurbished
Mettler-Toledo AT400 Analytical Balance Scale 400.0000g, 25 $,  USA, New
"Mettler AT261 DeltaRange Analytical Balance, Excellent Condition,90 Day Warranty", 22 $,  USA, Used
MAC Valve BVP221A Bullet Valve 2-Way with Manifold BVP221A-CB0-00-BAX0-CTA, 100 $,  Netherlands, Used
"Precision Dynamics Valve D2019, 23 VDC 10 Watts 10 MOPD", 50 $,  Netherlands, Used
T155117 New Brunswick Gyrotory Shaker Model G2 M1001-0000 Platform Shaker, 8 000 $,  France, New
Mettler PC 4400 Delta Range Scale Balance, 3 500 $,  France, Used
G154343 Mitsubishi MELFA RV-1A-S11 Industrial Robot w/CR1-571-S11-E Controller, 724 $,  France, Used
Watson Marlow 520DUN/L Peristaltic Pump with 505L Pumphead, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Refurbished
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 2 495 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 33 $,  USA, For Parts
8FT JMP BENCH TOP FUME HOOD, 6 636 $,  USA, New
Extra Shelf 10.5 x 8, 250 $,  USA, Used
BLUE M HUMIDITY CHAMBER OVEN TEMP RANGE -73C - +190C RH RANGE 10% TO 98%, 638 $,  USA, Used
Emerson M100EX Vacuum Pump, 200 $,  USA, Used
MSE MISTRAL 2000 LABORATORY CENTRIFUGE, 4 950 $,  Netherlands, Refurbished
VWR Scientific Galaxy Mini Centrifuge Cat No. 1413-115, 100 $,  Netherlands, Used
~ Wescor Cytopro 7620 Cytocentrifuge, 300 $,  France, New
CARDINAL HEALTH PLASMA PREP 12 CENTRIFUGE WITH ROTOR, 450 $,  France, Used
Microscope Optic Bausch&Lomb, 724 $,  France, Used
LW SCIENTIFIC I4 INFINITY MICROSCOPE, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, For Parts
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, For Parts
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Refurbished
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 7 900 $,  USA, Refurbished
HORIBA Pentra DF Nexus Hematology Analyzer, 905 $,  USA, New
Nikon Optiphot 2 POL Polarizing Transmitted Light Microscope, 2 950 $,  USA, Used
BIOMERIEUX OPTION 4 PLUS Coagulation Analyzer, 30 $,  USA, Refurbished
SIEMENS BCS XP Coagulation Analyzer, 3 379 $,  USA, Refurbished
QUINTON Quik-Prep Dx Other Lab Equipment, 490 $,  USA, Refurbished
CHART MVE 511 Nitrogen Generator, 833 $,  Netherlands, New
"Azzota SV800 Education Vis Spectrophotometer Wavelength Range:330-1000nm, 6nm", 56 $,  Netherlands, Used
DIAMED ID 24S Laboratory Сentrifuge, 50 $,  France, New
^^ SOMACA CHICAGO 5407 SUCTION CUP GRIPPER/HANDLE - GLASS MOVER, 900 $,  France, Used
100cc Glass Syringe w/ Metal Luer Tip Reusable Jumbo Eisele & Co, 724 $,  France, Used
Olympus BH2-UCD Universal Condenser with Open Slots, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 350 $,  USA, Refurbished
HORIBA Pentra DF Nexus Hematology Analyzer, 699 $,  USA, Used
Tucsen MIchrome 5 Pro 5MP Color USB3 Smart Camera, 1 500 $,  USA, Used
AUTOMATIC Z-STACKING KIT FOR RETROFIT TO YOUR MICROSCOPE-RetroZED MADE IN USA, 575 $,  USA, For Parts
"OLYMPUS U-DA DRAWING TUBE FOR THE BX SERIES MICROSCOPES, AKA CAMERA LUCIDA", 2 250 $,  USA, For Parts
NIKON P-CL QUARTER WAVE & FULL WAVE TINT PLATE, 200 $,  USA, For Parts
Used 9780 ALINE STS-7D PLASTIC TUBE SEALER HEAT SEALER, 1 000 $,  Netherlands, Used
Used Waters Alliance Strain Gauge Pressure Transducer 270172, 98 $,  Netherlands, Used
Used Pluggo Clinicon 96004450 Decapper, 150 $,  France, New
Edwards Vacustat Head Model 1 D063-01-001, 200 $,  France, Used
Used Bio-Rad Mini Sub Cell GT (203-5629), 724 $,  France, Used
Used Heat Systems Sonicator XL2010 Ultrasonic Power Supply, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, New
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 14 988 $,  USA, Refurbished
HORIBA Pentra DF Nexus Hematology Analyzer, 25 000 $,  USA, Used
SVM™ 2001 Stabinger Viscometer™ (Demo Unit), 5 500 $,  USA, Used
Used X-RAY SPECTROMETER SPECTRO XLAB 2000 XRF Analyzer light element mining ore edxrf, 795 $,  USA, Used
"Used Dionex DX-120 Ion Chromatograph, A/sampler, PC, Peaknet PLUG&play [2 TWIN UNITS]", 64 500 $,  USA, For Parts
Seiko MA-50-10 Moisture Analyzers, 3 900 $,  USA, Used
Used Agilent Technologies 1200 HPLC / 6410 / G1159A Mass Spectrometer, 39 995 $,  Netherlands, Used
Used Agilent Technologies 1100 / G1312A HPLC Pumps, 2 250 $,  Netherlands, Used
Used Agilent 1260 Infinity HPLC System, 86 $,  France, New
AKTA Amersham Pharmacia GE A900 Autosampler, 120 $,  France, Used
Used MSA7210LPassport FiveStar Personal Alarm w/Accessories & Case (NO CHARGER), 724 $,  France, Used
Ross L-o-x Energy Isolation Devices. Lot Of 2! No Reserve!, 1 086 $,  USA, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  Portugal, New
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  Germany, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $, 2011, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 125 $, Used,  USA
HORIBA Pentra DF Nexus Hematology Analyzer, 2 171 $, Used,  Germany
IKA Works MS1 S1 Minishaker (203-4325), 221 $, New,  USA
LING DYNAMIC SYSTEMS LDS V730 T VIBRATION TEST EM SHAKER LABORATORY, 150 $, Used,  United Kingdom
Lab-Line Mistral Multi-Mixer 4600 Vortex Shaker, 850 $,  USA, 2003
Siemens ZIC4A ZIC-4A ZONE NAC Card 500-033050, 1 600 $,  USA, Used
Thermo Scientific Hamilton Flammable Liquid Storage Cabinet 950S8401, 2 450 $,  USA, Used
Torrey Hills- Tech Lab Thick Film Slow Roller, 3 690 $,  Netherlands, Used
~ Fluke Model 481 Ion Chamber / Survey Meter, 1 000 $,  Netherlands, Used
Watson Marlow 620UN/RE Peristaltic Pump, 225 $,  France, New
G149386 Barker Engineering Horizontal PM Milling Machine w/ Cabinet, 724 $,  France, Used
Barnstead Thermolyne Nuova SP18425 Magnetic Lab Hotplate/Stirrer, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  Ukraine, New
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  Ukraine, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 500 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 300 $,  USA, New
Puffer Hubbard Lab Refrigerator Model: LR450A20, 650 $,  USA, Used
G150242 Shel Lab VWR 1520 Laboratory Incubator w/2 Movable Shelves, 1 299 $,  USA, Used
Cryenco 400 (800-3170), 650 $,  USA, Used
Pharmacia Biotech MultiTemp 3 Chiller Heated Circulator -10 to +90C Cools Fast, 30 250 $,  USA, New
Leybold Trivac D10 E Vacuum Pump, 638 $,  USA, Refurbished
Beckman Olympus AU 640 Chemistry Analyzer, 395 $,  Netherlands, Refurbished
JKH WECK SURGICAL OPERATING MICROSCOPE 111-537, 600 $,  Netherlands, Used
LW Scientific I4 Microscope Lab Medical Binocular, 1 191 $,  France, New
Microscope Optic Olympus BH-2, 724 $,  France, Used
Nikon SMZ-745 Binocular Zoom Body MMA36400, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, New
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 3 330 $,  USA, Refurbished
HORIBA Pentra DF Nexus Hematology Analyzer, 12 396 $,  USA, New
Leica S9 D with Camera Port on Dual Arm Ball Bearing Boom Stand, 6 000 $,  USA, Used
Leica MZ FL III Fluorescence Stereo Microscope, 3 017 $,  USA, Used
Leica DMRBE, 1 810 $,  USA, Used
BECKMAN COULTER 152 Laboratory Сentrifuge, 7 000 $,  USA, New
SIEMENS BN ProSpec Biochemical Analyzer, 20 000 $,  USA, Used
BIOMERIEUX Vidas 30 Blue line Vidas, 3 840 $,  Netherlands, New
SpectroLab M8 Optical Emission Spectrometer SPARK METAL ANALYZER OES ARC, 12 000 $,  Netherlands, Used
MICROM HM355 S Microtome, 30 $,  France, New
Advia 120 Bayer Cytometry Hematology System + Software, 724 $,  France, Used
NEW Bio-RAD Universal Electrophoresis Gauge Measurement, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 36 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 250 $,  USA, Used
Qty 50 96 Well Microtiter Microplates V Bottom 280uL 14 245 72, 18 000 $,  USA, Refurbished
Bausch & Lomb 1.5X Bottom Objective for Stereo Zoom 7 Microscopes, 357 $,  USA, Refurbished
Used Applied Biosystems MagMax Express 96 Clinical Laboratory - Other, 2 400 $,  USA, Refurbished
QImaging QCapture Pro 7 Software for Windows, 1 950 $,  USA, Used
OLYMPUS U-DICTHR NOMARSKI / DIC SLIDER FOR THE BX SERIES MICROSCOPES. HIGH RESOLUTION, 421 $,  USA, For Parts
Used Innovartis Cedex Cell Counters, 300 $,  Netherlands, Used
"Leica 1.0x Achromat Objective, M60 Thread Model # 10450159", 68 $,  Netherlands, Used
Dynex Ultrawash Plus (800-0412), 80 $,  France, New
Used Hoffman Engineering Model: SRS-2 Spectral Reflectance Standard Oultlet / Base, 724 $,  France, Used
Used 10642 TOROID ISB-060M MEDICAL ISOLATION TRANSFORMER, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Refurbished
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, For Parts
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 4 500 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 11 999 $,  USA, Used
Used Domino DSL DSL1 Plus Laser Slide Marking System Engraver Shandon Lamb, 895 $,  USA, Refurbished
"Used Tokyo Boeki Biolis 24i Benchtop Chemistry Analyzer , Software Version 4.07", 40 $,  USA, Used
Used SEBRA INTEGRA 1065 TUBE SEALER - FULLY RECONDITIONED, 15 000 $,  USA, Used
ALPHA INNOTECH CORPORATION MULTIIMAGE LIGHT CABINET, 320 $,  USA, Used
Used Biokit Bio-Flash 3710-0344 Benchtop Immunoassay System (203-2191), 100 $,  USA, Used
BROOKFIELD MODEL KU-1 VISCOMETER, 75 $,  Netherlands, New
Used Thermo Orion pH Meter 150, 716 $,  Netherlands, Used
Used Beckman Coulter PHi 510 (301-8400), 16 000 $,  France, New
Used BECKMAN COULTER DU 640 SPECTROPHOTOMETER, 724 $,  France, Used
Used BRUKER S1 Titan SDD X-RAY SPECTROMETER XRF ***FINANCING***WARRANTY***, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  USA, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, New
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 38 000 $,  Spain, New
HORIBA Pentra DF Nexus Hematology Analyzer, 150 $, 2020, New
"Refurbished Agilent 1260 HPLC System with DAD, 12-Month Warranty", 19 $, Used Good,  Belgium
R159943 CTC Analytics Leap PAL Autosampler Fast Wash Station MM 019-01B, 1 999 $,  France, 2009
Omnifit Fittings Kit for 6.6 to 50.5mm Chromatography Columns KTA089, 8 700 $,  USA, Used Very Good
Used Shimadzu SSM-5000A Solid Sample Module (203-3938), 450 $,  USA, Used
Refurbished Agilent 6890 Plus GC with FPD and 7683 AS, 6 300 $,  USA, Used
"Mettler Toledo, IND429 Stainless Steel Scale Indicator Readout", 1 000 $,  USA, Used
SOLD: Mettler-Toledo MX5 Microbalance 5.100000g, 45 $,  Netherlands, New
Mettler Toledo SB 8001 Precision Balance, 490 $,  Netherlands, Used
Brand New Xtralis VBC-001 Battery Expansion Cabinet, 724 $,  France, New
Agilent G1103-60006 1VS Peristaltic Pump, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 500 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 1 999 $,  Ukraine, Used
Used Milton Roy MilRoyal B High Pressure Diaphragm Metering Pump: Model No. MBH091X0018 Pumps (Metering), 371 $,  Ukraine, New
Thermo Fisher Scientific Savant RVT4104 Refrigerated Vapor Trap (203-5040), 1 750 $,  USA, New
Fisher Scientific 525D Isotemp Incubator Oven 11-690-525D, 19 995 $,  USA, Used
Lab Products Portable Stay-Clean Cabinet Work Bench LF/B 30910DEL, 1 500 $,  USA, New
Agilent Technologies BenchCel 4R Automated Stacker 18692-204, 3 250 $,  USA, Used
T162150 Varian TV301 NAV Turbo Vacuum Pump w/ Turbo-V 301 SQ339 Control Unit, 29 500 $,  USA, Used
OLYMPUS MODEL CUT 4055E MOTORIZED MICROTOME - FULLY RECONDITIONED, 1 995 $,  Netherlands, Used
